feature,feature_group,mean_abs_shap_all_folds,mean_abs_shap_when_selected,mean_signed_shap_all_folds,mean_signed_shap_when_selected,selected_feature_frequency,top20_frequency,direction_consistency,positive_direction_fraction_when_selected,mean_rank_all_folds,folds_present,n_shap_folds,stability_level
curing_morgan_r3_231,molecular_fingerprint,8.089591175424477e-06,1.3482651959040796e-05,8.089591175424477e-06,1.3482651959040796e-05,0.6,0.0,1.0,1.0,659.0,3,5,Low
main_morgan_r3_364,molecular_fingerprint,6.824032596442621e-06,6.824032596442621e-06,4.208924139877305e-07,4.208924139877305e-07,1.0,0.0,0.5,0.5,594.0,5,5,Low
Synergy_type_P-N-C,other,6.502950558216173e-06,6.502950558216173e-06,-5.216008921151014e-06,-5.216008921151014e-06,1.0,0.0,0.6666666666666666,0.3333333333333333,528.0,5,5,Low
main_SaturatedCarbocycles,other,6.227865716937229e-06,7.784832146171537e-06,6.227865716937229e-06,7.784832146171537e-06,0.8,0.0,1.0,1.0,550.0,4,5,Low
main_morgan_r3_465,molecular_fingerprint,6.065812112410639e-06,7.582265140513299e-06,4.4600284488499e-06,5.575035561062374e-06,0.8,0.0,0.6666666666666666,0.3333333333333333,620.2,4,5,Low
main_morgan_r3_437,molecular_fingerprint,5.999841695787229e-06,5.999841695787229e-06,-3.63970042952941e-06,-3.63970042952941e-06,1.0,0.0,1.0,0.0,606.2,5,5,Low
curing_morgan_r3_100,molecular_fingerprint,5.979686142381982e-06,7.474607677977477e-06,-5.979686142381982e-06,-7.474607677977477e-06,0.8,0.0,1.0,0.0,645.0,4,5,Low
main_morgan_r3_311,molecular_fingerprint,5.939591758179733e-06,7.424489697724666e-06,5.939591758179733e-06,7.424489697724666e-06,0.8,0.0,1.0,1.0,590.4,4,5,Low
co_AliphaticRings,molecular_descriptor,5.839849706616304e-06,5.839849706616304e-06,5.839849706616304e-06,5.839849706616304e-06,1.0,0.0,1.0,1.0,633.8,5,5,Low
main_morgan_r3_170,molecular_fingerprint,5.838095835416526e-06,7.297619794270657e-06,-5.838095835416526e-06,-7.297619794270657e-06,0.8,0.0,1.0,0.0,647.4,4,5,Low
main_morgan_r3_92,molecular_fingerprint,5.666098945476327e-06,5.666098945476327e-06,2.741341740892898e-06,2.741341740892898e-06,1.0,0.0,0.75,0.75,543.8,5,5,Low
main_morgan_r3_38,molecular_fingerprint,5.004658323337532e-06,6.255822904171915e-06,5.307413957780209e-07,6.634267447225262e-07,0.8,0.0,0.5,0.5,558.6,4,5,Low
CuringAgent_Has_B,molecular_descriptor,4.934968026645947e-06,6.168710033307434e-06,1.2432476400540005e-06,1.5540595500675006e-06,0.8,0.0,0.5,0.5,654.0,4,5,Low
main_morgan_r3_261,molecular_fingerprint,4.713872696331439e-06,5.892340870414299e-06,-3.040327901923471e-06,-3.800409877404339e-06,0.8,0.0,0.6666666666666666,0.3333333333333333,641.2,4,5,Low
main_morgan_r3_372,molecular_fingerprint,3.963464899041153e-06,4.954331123801441e-06,-1.4838384592318706e-06,-1.8547980740398383e-06,0.8,0.0,0.5,0.5,604.4,4,5,Low
main_morgan_r3_299,molecular_fingerprint,3.5043719043541284e-06,8.760929760885321e-06,-3.5043719043541284e-06,-8.760929760885321e-06,0.4,0.0,1.0,0.0,670.6,2,5,Low
main_morgan_r3_217,molecular_fingerprint,2.5914704875605e-06,3.239338109450625e-06,-2.5914704875605e-06,-3.239338109450625e-06,0.8,0.0,1.0,0.0,589.0,4,5,Low
main_morgan_r3_229,molecular_fingerprint,2.5115725668203794e-06,4.185954278033966e-06,-1.0589697692719506e-06,-1.7649496154532508e-06,0.6,0.0,0.5,0.5,659.4,3,5,Low
P_x_CuringAgent_Has_B,molecular_descriptor,2.222980138160183e-06,2.778725172700229e-06,-2.222980138160183e-06,-2.778725172700229e-06,0.8,0.0,1.0,0.0,554.0,4,5,Low
main_morgan_r3_179,molecular_fingerprint,2.1391842742054408e-06,2.673980342756801e-06,-1.1733472958642078e-06,-1.4666841198302598e-06,0.8,0.0,0.5,0.5,648.6,4,5,Low
main_morgan_r3_484,molecular_fingerprint,1.6348236928630893e-06,2.0435296160788616e-06,-1.6348236928630893e-06,-2.0435296160788616e-06,0.8,0.0,1.0,0.0,639.8,4,5,Low
curing_morgan_r3_1,molecular_fingerprint,1.5688536481724842e-06,1.961067060215605e-06,-1.5688536481724842e-06,-1.961067060215605e-06,0.8,0.0,1.0,0.0,622.0,4,5,Low
Synergy_type_P-N-Si-Ti,other,1.2120822846352691e-06,1.5151028557940866e-06,-1.2120822846352691e-06,-1.5151028557940866e-06,0.8,0.0,1.0,0.0,662.0,4,5,Low
curing_morgan_r3_66,molecular_fingerprint,4.894693791154877e-07,6.118367238943596e-07,-4.894693791154877e-07,-6.118367238943596e-07,0.8,0.0,1.0,0.0,659.8,4,5,Low
main_morgan_r3_169,molecular_fingerprint,3.980721865243847e-07,3.980721865243847e-07,3.980721865243847e-07,3.980721865243847e-07,1.0,0.0,1.0,1.0,579.0,5,5,Low
main_morgan_r3_190,molecular_fingerprint,3.010374115698748e-07,3.010374115698748e-07,3.010329664397832e-08,3.010329664397832e-08,1.0,0.0,0.5,0.5,582.0,5,5,Low
Synergy_type_P-N-Si-Zr,other,2.8695317167956895e-07,3.586914645994612e-07,2.3316347222943375e-07,2.914543402867922e-07,0.8,0.0,1.0,1.0,666.6,4,5,Low
CuringAgent_Has_P,molecular_descriptor,1.059338873245805e-07,1.3241735915572562e-07,5.71847983034483e-08,7.148099787931036e-08,0.8,0.0,1.0,1.0,661.4,4,5,Low
main_morgan_r3_166,molecular_fingerprint,0.0,0.0,0.0,0.0,0.8,0.0,,,594.6,4,5,Low
Synergy_type_P-Si-B,other,0.0,0.0,0.0,0.0,0.8,0.0,,,645.6,4,5,Low
co_morgan_r3_0,molecular_fingerprint,0.0,0.0,0.0,0.0,0.8,0.0,,,668.2,4,5,Low
main_morgan_r3_358,molecular_fingerprint,0.0,0.0,0.0,0.0,0.6,0.0,,,634.6,3,5,Low
co_morgan_r3_13,molecular_fingerprint,0.0,0.0,0.0,0.0,0.8,0.0,,,677.4,4,5,Low
main_morgan_r3_154,molecular_fingerprint,0.0,0.0,0.0,0.0,0.8,0.0,,,589.6,4,5,Low
main_morgan_r3_388,molecular_fingerprint,0.0,0.0,0.0,0.0,0.8,0.0,,,626.4,4,5,Low
P_x_CuringAgent_Has_P,molecular_descriptor,0.0,0.0,0.0,0.0,0.8,0.0,,,567.4,4,5,Low
Synergy_type_P-N-Al,other,0.0,0.0,0.0,0.0,0.8,0.0,,,570.0,4,5,Low
main_morgan_r3_62,molecular_fingerprint,0.0,0.0,0.0,0.0,0.8,0.0,,,668.2,4,5,Low
main_morgan_r3_44,molecular_fingerprint,0.0,0.0,0.0,0.0,0.8,0.0,,,576.8,4,5,Low
main_morgan_r3_54,molecular_fingerprint,0.0,0.0,0.0,0.0,0.8,0.0,,,583.0,4,5,Low
