Candidate_ID,Candidate_Name,SMILES_raw,Canonical_SMILES,Synergy_type,Preparation_Method,Reference_ID,Source_Type,Design_Family,DOPO_Count,Linker_Type,Reactive_Group,Preparation_Type,Synthesis_Level,Molecular_Weight,Murcko_Scaffold,P_molecular_wt_pct,N_molecular_wt_pct,S_molecular_wt_pct,B_molecular_wt_pct,Si_molecular_wt_pct,Training_Duplicate,Screening_Eligible,Notes
TRAIN_001,TEBA,CC(C1=CC=C(OCC2CO2)C=C1)(C3=CC=C(OCC4CO4)C=C3)CCC(OCCN(CP5(C6=C(C7=C(O5)C=CC=C7)C=CC=C6)=O)CCOC(CCC(C8=CC=C(OCC9CO9)C=C8)(C%10=CC=C(OCC%11CO%11)C=C%10)C)=O)=O,CC(CCC(=O)OCCN(CCOC(=O)CCC(C)(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1)CP1(=O)Oc2ccccc2-c2ccccc21)(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1,P-N,DOPO-based (reactive),https://doi.org/10.1016/j.polymdegradstab.2020.109151,training_seed,P-N,1,review_manually,epoxy,DOPO-based (reactive),A,1094.2040000000002,O=C(CCC(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1)OCCN(CCOC(=O)CCC(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1)CP1(=O)Oc2ccccc2-c2ccccc21,2.830733574360905,1.2801086451886483,0.0,0.0,0.0,True,False,"Existing training molecule; use as design reference, not as a new discovery."
TRAIN_002,DGEBDB,COC1=CC(C(P2(C3=C(C4=C(O2)C=CC=C4)C=CC=C3)=O)C5=CC=C(OCC6CO6)C(OC)=C5)=CC=C1OCC7CO7,COc1cc(C(c2ccc(OCC3CO3)c(OC)c2)P2(=O)Oc3ccccc3-c3ccccc32)ccc1OCC1CO1,P-only,DOPO-based (reactive),https://doi.org/10.1016/j.compositesb.2020.107926,training_seed,P-only,1,review_manually,epoxy,DOPO-based (reactive),A,586.577,O=P1(C(c2ccc(OCC3CO3)cc2)c2ccc(OCC3CO3)cc2)Oc2ccccc2-c2ccccc21,5.280466162157739,0.0,0.0,0.0,0.0,True,False,"Existing training molecule; use as design reference, not as a new discovery."
TRAIN_003,PFA,CC1CC2C(C(OC2=O)=O)C(P3(C4=C(C5=C(O3)C=CC=C5)C=CC=C4)=O)C1,CC1CC2C(=O)OC(=O)C2C(P2(=O)Oc3ccccc3-c3ccccc32)C1,P-only,DOPO-based (Co-curing),https://doi.org/10.3390/ma14092205,training_seed,P-only,1,review_manually,none,DOPO-based (Co-curing),A,382.35200000000015,O=C1OC(=O)C2C1CCCC2P1(=O)Oc2ccccc2-c2ccccc21,8.100912248399379,0.0,0.0,0.0,0.0,True,False,"Existing training molecule; use as design reference, not as a new discovery."
TRAIN_004,DDP,O=P(CC(C(O)=O)CC(O)=O)(C1=C2C=CC=C1)OC3=C2C=CC=C3,O=C(O)CC(CP1(=O)Oc2ccccc2-c2ccccc21)C(=O)O,P-only,DOPO-based (Co-curing),https://doi.org/10.1016/j.chemosphere.2022.133778,training_seed,P-only,1,review_manually,OH;carboxyl,DOPO-based (Co-curing),A,346.2750000000001,O=[PH]1Oc2ccccc2-c2ccccc21,8.944913724640818,0.0,0.0,0.0,0.0,True,False,"Existing training molecule; use as design reference, not as a new discovery."
TRAIN_005,DOPO-HPM,O=C(CC(P1(C2=C(C3=C(O1)C=CC=C3)C=CC=C2)=O)C4=O)N4C(C=C5)=CC=C5OCC(CN6C(N(C(N(C6=O)CC7CO7)=O)CC8CO8)=O)O,O=C1CC(P2(=O)Oc3ccccc3-c3ccccc32)C(=O)N1c1ccc(OCC(O)Cn2c(=O)n(CC3CO3)c(=O)n(CC3CO3)c2=O)cc1,P-N,DOPO-based (Co-curing),https://doi.org/10.1016/j.polymdegradstab.2015.05.019,training_seed,P-N,1,review_manually,OH;epoxy,DOPO-based (Co-curing),A,702.6130000000002,O=C1CC(P2(=O)Oc3ccccc3-c3ccccc32)C(=O)N1c1ccc(OCCCn2c(=O)n(CC3CO3)c(=O)n(CC3CO3)c2=O)cc1,4.408401210908423,7.974233326169597,0.0,0.0,0.0,True,False,"Existing training molecule; use as design reference, not as a new discovery."
TRAIN_006,DOPO-GE,C=CCC1=CC=C(OCC(O)CP2(C3=C(C4=C(O2)C=CC=C4)C=CC=C3)=O)C(OC)=C1,C=CCc1ccc(OCC(O)CP2(=O)Oc3ccccc3-c3ccccc32)c(OC)c1,P-only,DOPO-based (additive),https://doi.org/10.32604/jrm.2022.018754,training_seed,P-only,1,review_manually,OH;allyl/vinyl,DOPO-based (additive),A,436.44400000000013,O=P1(CCCOc2ccccc2)Oc2ccccc2-c2ccccc21,7.096901320673441,0.0,0.0,0.0,0.0,True,False,"Existing training molecule; use as design reference, not as a new discovery."
TRAIN_007,TMD,O=P(C(C(O)=O)CC(OCCN1C(N(C(N(C1=O)CCOC(CC(P2(C3=C(C4=C(O2)C=CC=C4)C=CC=C3)=O)C(O)=O)=O)=O)CCOC(CC(P5(C6=C(C7=C(O5)C=CC=C7)C=CC=C6)=O)C(O)=O)=O)=O)=O)(C8=C9C=CC=C8)OC%10=C9C=CC=C%10,O=C(CC(C(=O)O)P1(=O)Oc2ccccc2-c2ccccc21)OCCn1c(=O)n(CCOC(=O)CC(C(=O)O)P2(=O)Oc3ccccc3-c3ccccc32)c(=O)n(CCOC(=O)CC(C(=O)O)P2(=O)Oc3ccccc3-c3ccccc32)c1=O,P-N,DOPO-based (reactive),https://doi.org/10.1016/j.cej.2019.121916,training_seed,P-N,3,review_manually,OH;carboxyl,DOPO-based (reactive),A,1203.9330000000004,O=C(CCP1(=O)Oc2ccccc2-c2ccccc21)OCCn1c(=O)n(CCOC(=O)CCP2(=O)Oc3ccccc3-c3ccccc32)c(=O)n(CCOC(=O)CCP2(=O)Oc3ccccc3-c3ccccc32)c1=O,7.718203587741175,3.490310507312283,0.0,0.0,0.0,True,False,"Existing training molecule; use as design reference, not as a new discovery."
TRAIN_008,TDA,CCO[Si](OCC)(OCC)CCCNCC(O)CN1C(N(C(N(C1=O)CC(CP2(C3=C(C4=C(O2)C=CC=C4)C=CC=C3)=O)O)=O)CC(O)CNCCC[Si](OCC)(OCC)OCC)=O,CCO[Si](CCCNCC(O)Cn1c(=O)n(CC(O)CNCCC[Si](OCC)(OCC)OCC)c(=O)n(CC(O)CP2(=O)Oc3ccccc3-c3ccccc32)c1=O)(OCC)OCC,P-N-Si,DOPO-based (reactive),https://doi.org/10.1021/acsomega.1c00076,training_seed,P-N-Si,1,review_manually,NH2/NH;OH,DOPO-based (reactive),A,956.1890000000002,O=c1[nH]c(=O)n(CCCP2(=O)Oc3ccccc3-c3ccccc32)c(=O)[nH]1,3.239317749942741,7.324388797612186,0.0,0.0,5.874570822295591,True,False,"Existing training molecule; use as design reference, not as a new discovery."
TRAIN_009,POG-DOPO,O=P(CC(O)COP(OCC1CO1)(OCC2CO2)=O)(C3=C4C=CC=C3)OC5=C4C=CC=C5,O=P(OCC(O)CP1(=O)Oc2ccccc2-c2ccccc21)(OCC1CO1)OCC1CO1,P-P,DOPO-based (reactive),https://doi.org/10.1016/j.polymdegradstab.2024.111016,training_seed,P-only,1,review_manually,OH;epoxy,DOPO-based (reactive),A,482.36200000000036,O=P(OCCCP1(=O)Oc2ccccc2-c2ccccc21)(OCC1CO1)OCC1CO1,12.842636857795588,0.0,0.0,0.0,0.0,True,False,"Existing training molecule; use as design reference, not as a new discovery."
TRAIN_010,DOPO-BD,CC(NNC(C1=CC=CC=C1)=O)(P2(C3=C(C4=C(O2)C=CC=C4)C=CC=C3)=O)C5=CC=C(O)C=C5,CC(NNC(=O)c1ccccc1)(c1ccc(O)cc1)P1(=O)Oc2ccccc2-c2ccccc21,P-N,DOPO-based (reactive),https://doi.org/10.1002/fam.3200,training_seed,P-N,1,review_manually,NH2/NH;OH,DOPO-based (reactive),A,470.4650000000002,O=C(NNC(c1ccccc1)P1(=O)Oc2ccccc2-c2ccccc21)c1ccccc1,6.583699106203435,5.9545343436812495,0.0,0.0,0.0,True,False,"Existing training molecule; use as design reference, not as a new discovery."
TRAIN_011,DOPOBH,OC(C=C1)=CC=C1N(C2P3(C4=C(C5=C(O3)C=CC=C5)C=CC=C4)=O)COC6=C2C=CC=C6,O=P1(C2c3ccccc3OCN2c2ccc(O)cc2)Oc2ccccc2-c2ccccc21,P-N,DOPO-based (additive),https://doi.org/10.1016/j.polymer.2024.127173,training_seed,P-N,1,review_manually,OH,DOPO-based (additive),A,441.4230000000001,O=P1(C2c3ccccc3OCN2c2ccccc2)Oc2ccccc2-c2ccccc21,7.016852316259006,3.17314684554271,0.0,0.0,0.0,True,False,"Existing training molecule; use as design reference, not as a new discovery."
TRAIN_012,KHDOPO,O=P1(CC(COCCC[Si](OC)(OC)OC)O)C2=CC=CC=C2C3=C(O1)C=CC=C3,CO[Si](CCCOCC(O)CP1(=O)Oc2ccccc2-c2ccccc21)(OC)OC,P-Si,DOPO-based (reactive),https://doi.org/10.1016/j.polymdegradstab.2019.109055,training_seed,P-Si,1,review_manually,OH,DOPO-based (reactive),A,452.5160000000002,O=[PH]1Oc2ccccc2-c2ccccc21,6.844840845406568,0.0,0.0,0.0,6.206631367730641,True,False,"Existing training molecule; use as design reference, not as a new discovery."
TRAIN_013,DOPO-TMT,O=P(C1CC(N(C1=O)C2=CC=C(OC3=NC(OC4=CC=C(N5C(CC(P6(C7=C(C8=C(O6)C=CC=C8)C=CC=C7)=O)C5=O)=O)C=C4)=NC(OC9=CC=C(N%10C(CC(P%11(C%12=C(C%13=C(O%11)C=CC=C%13)C=CC=C%12)=O)C%10=O)=O)C=C9)=N3)C=C2)=O)(C%14=C%15C=CC=C%14)OC%16=C%15C=CC=C%16,O=C1CC(P2(=O)Oc3ccccc3-c3ccccc32)C(=O)N1c1ccc(Oc2nc(Oc3ccc(N4C(=O)CC(P5(=O)Oc6ccccc6-c6ccccc65)C4=O)cc3)nc(Oc3ccc(N4C(=O)CC(P5(=O)Oc6ccccc6-c6ccccc65)C4=O)cc3)n2)cc1,P-N,DOPO-based (additive),https://doi.org/10.1021/acs.iecr.5b02026,training_seed,P-N,3,review_manually,none,DOPO-based (additive),A,1291.068,O=C1CC(P2(=O)Oc3ccccc3-c3ccccc32)C(=O)N1c1ccc(Oc2nc(Oc3ccc(N4C(=O)CC(P5(=O)Oc6ccccc6-c6ccccc65)C4=O)cc3)nc(Oc3ccc(N4C(=O)CC(P5(=O)Oc6ccccc6-c6ccccc65)C4=O)cc3)n2)cc1,7.1972971214529355,6.509494465047543,0.0,0.0,0.0,True,False,"Existing training molecule; use as design reference, not as a new discovery."
TRAIN_014,SFD-BOZ,O=P(C1=C2C=CC=C1)(C3C4=C(OCN3CC5=CC=CO5)C=CC=C4)OC6=C2C=CC=C6,O=P1(C2c3ccccc3OCN2Cc2ccco2)Oc2ccccc2-c2ccccc21,P-N-C,DOPO-based (Co-curing),https://doi.org/10.1016/j.polymdegradstab.2022.109878,training_seed,P-N,1,review_manually,none,DOPO-based (Co-curing),A,429.41200000000015,O=P1(C2c3ccccc3OCN2Cc2ccco2)Oc2ccccc2-c2ccccc21,7.213119335277074,3.261902322245302,0.0,0.0,0.0,True,False,"Existing training molecule; use as design reference, not as a new discovery."
TRAIN_015,DOPO-HQ-AE,O=C(OC1=C(P2(C3=CC=CC=C3C4=CC=CC=C4O2)=O)C=C(OC(C5=CC=CC=C5)=O)C=C1)C6=CC=CC=C6,O=C(Oc1ccc(OC(=O)c2ccccc2)c(P2(=O)Oc3ccccc3-c3ccccc32)c1)c1ccccc1,P-only,DOPO-based (reactive),https://doi.org/10.1016/j.cej.2024.148998,training_seed,P-only,1,review_manually,none,DOPO-based (reactive),A,532.4880000000003,O=C(Oc1ccc(OC(=O)c2ccccc2)c(P2(=O)Oc3ccccc3-c3ccccc32)c1)c1ccccc1,5.816844698847671,0.0,0.0,0.0,0.0,True,False,"Existing training molecule; use as design reference, not as a new discovery."
TRAIN_016,DOPOMAH,O=P(C1=C2C=CC=C1)(C3CC(OC3=O)=O)OC4=C2C=CC=C4,O=C1CC(P2(=O)Oc3ccccc3-c3ccccc32)C(=O)O1,P-only,DOPO-based (Co-curing),https://doi.org/10.1002/app.51688,training_seed,P-only,1,review_manually,none,DOPO-based (Co-curing),A,314.2330000000001,O=C1CC(P2(=O)Oc3ccccc3-c3ccccc32)C(=O)O1,9.857016926930013,0.0,0.0,0.0,0.0,True,False,"Existing training molecule; use as design reference, not as a new discovery."
TRAIN_017,APN-DOPO,O=P(C1=C2C=CC=C1)(C([H])(NC3=CC=CC(OC4=CC=C(C(C#N)=C4)C#N)=C3)[H])OC5=C2C=CC=C5,N#Cc1ccc(Oc2cccc(NCP3(=O)Oc4ccccc4-c4ccccc43)c2)cc1C#N,P-N,DOPO-based (additive+ Secondary Crosslinking),https://doi.org/10.1016/j.cej.2021.130404,training_seed,P-N,1,review_manually,NH2/NH,DOPO-based (additive+ Secondary Crosslinking),A,463.43300000000016,O=P1(CNc2cccc(Oc3ccccc3)c2)Oc2ccccc2-c2ccccc21,6.683598276341994,9.067330121074672,0.0,0.0,0.0,True,False,"Existing training molecule; use as design reference, not as a new discovery."
TRAIN_018,DSOC,CCC1(C(P2(C3=C(C4=C(O2)C=CC=C4)C=CC=C3)=O)O)COC5(OCC(CO5)(C(P6(C7=C(C8=C(O6)C=CC=C8)C=CC=C7)=O)O)CC)OC1,CCC1(C(O)P2(=O)Oc3ccccc3-c3ccccc32)COC2(OC1)OCC(CC)(C(O)P1(=O)Oc3ccccc3-c3ccccc31)CO2,P-only,DOPO-based (reactive),https://doi.org/10.1080/15685551.2015.1070501,training_seed,P-only,2,review_manually,OH,DOPO-based (reactive),A,704.6490000000002,O=P1(CC2COC3(OC2)OCC(CP2(=O)Oc4ccccc4-c4ccccc42)CO3)Oc2ccccc2-c2ccccc21,8.791327313314854,0.0,0.0,0.0,0.0,True,False,"Existing training molecule; use as design reference, not as a new discovery."
TRAIN_019,DiDOPO,O=P1(C2=C(C3=C(O1)C=CC=C3)C=CC=C2)CC(P4(C5=CC=CC=C5C6=C(O4)C=CC=C6)=O)C7=CC=CC=C7,O=P1(CC(c2ccccc2)P2(=O)Oc3ccccc3-c3ccccc32)Oc2ccccc2-c2ccccc21,P-Si,DOPO-based (additive),https://doi.org/10.1021/acsomega.0c05208,training_seed,P-only,2,review_manually,none,DOPO-based (additive),A,534.4880000000002,O=P1(CC(c2ccccc2)P2(=O)Oc3ccccc3-c3ccccc32)Oc2ccccc2-c2ccccc21,11.590157309425091,0.0,0.0,0.0,0.0,True,False,"Existing training molecule; use as design reference, not as a new discovery."
TRAIN_020,PBD,O=P(C1=C2C=CC=C1)(C(C3=CC=C(C(P4(C5=C(C6=C(O4)C=CC=C6)C=CC=C5)=O)NC7=CC=CC(OC8=CC=C(C(C#N)=C8)C#N)=C7)C=C3)NC9=CC=CC(OC%10=CC=C(C(C#N)=C%10)C#N)=C9)OC%11=C2C=CC=C%11,N#Cc1ccc(Oc2cccc(NC(c3ccc(C(Nc4cccc(Oc5ccc(C#N)c(C#N)c5)c4)P4(=O)Oc5ccccc5-c5ccccc54)cc3)P3(=O)Oc4ccccc4-c4ccccc43)c2)cc1C#N,P-N,DOPO-based (additive+ Secondary Crosslinking),https://doi.org/10.1016/j.compositesb.2021.109162,training_seed,P-N,2,review_manually,NH2/NH,DOPO-based (additive+ Secondary Crosslinking),A,1000.9480000000001,O=P1(C(Nc2cccc(Oc3ccccc3)c2)c2ccc(C(Nc3cccc(Oc4ccccc4)c3)P3(=O)Oc4ccccc4-c4ccccc43)cc2)Oc2ccccc2-c2ccccc21,6.188932891618745,8.3962403641348,0.0,0.0,0.0,True,False,"Existing training molecule; use as design reference, not as a new discovery."
TRAIN_021,DTB,CCC(O)CN1C(N(C(N(C1=O)CC(O)CP2(C3=C(C4=C(O2)C=CC=C4)C=CC=C3)=O)=O)CC(O)COB(OC)O)=O,CCC(O)Cn1c(=O)n(CC(O)COB(O)OC)c(=O)n(CC(O)CP2(=O)Oc3ccccc3-c3ccccc32)c1=O,P-N-B,DOPO-based (additive),https://doi.org/10.1016/j.polymdegradstab.2016.09.023,training_seed,P-N-B,1,review_manually,OH,DOPO-based (additive),A,605.3460000000002,O=c1[nH]c(=O)n(CCCP2(=O)Oc3ccccc3-c3ccccc32)c(=O)[nH]1,5.116743151850345,6.941649899396376,0.0,1.7860859739719097,0.0,True,False,"Existing training molecule; use as design reference, not as a new discovery."
TRAIN_022,DOPO-DDM,O=P(C1=C2C=CC=C1)(C(NC3=CC=C(CC4=CC=C(NC(P5(C6=C(C7=C(O5)C=CC=C7)C=CC=C6)=O)C8=CC=C(O)C=C8)C=C4)C=C3)C9=CC=C(O)C=C9)OC%10=C2C=CC=C%10,O=P1(C(Nc2ccc(Cc3ccc(NC(c4ccc(O)cc4)P4(=O)Oc5ccccc5-c5ccccc54)cc3)cc2)c2ccc(O)cc2)Oc2ccccc2-c2ccccc21,P-N,DOPO-based (Co-curing),https://doi.org/10.1016/j.polymdegradstab.2015.10.012,training_seed,P-N,2,review_manually,NH2/NH;OH,DOPO-based (Co-curing),A,838.8370000000001,O=P1(C(Nc2ccc(Cc3ccc(NC(c4ccccc4)P4(=O)Oc5ccccc5-c5ccccc54)cc3)cc2)c2ccccc2)Oc2ccccc2-c2ccccc21,7.384986594535052,3.339623788650238,0.0,0.0,0.0,True,False,"Existing training molecule; use as design reference, not as a new discovery."
TRAIN_023,DTA,O=P(C1=C2C=CC=C1)(C(NC3=NC4=C(N3)C=CC=C4)C5=CC=C(C(P6(C7=C(C8=C(O6)C=CC=C8)C=CC=C7)=O)NC9=NC%10=C(N9)C=CC=C%10)C=C5)OC%11=C2C=CC=C%11,O=P1(C(Nc2nc3ccccc3[nH]2)c2ccc(C(Nc3nc4ccccc4[nH]3)P3(=O)Oc4ccccc4-c4ccccc43)cc2)Oc2ccccc2-c2ccccc21,P-N,DOPO-based (Co-curing),https://doi.org/10.1016/j.polymdegradstab.2019.03.003,training_seed,P-N,2,review_manually,NH2/NH,DOPO-based (Co-curing),A,796.764,O=P1(C(Nc2nc3ccccc3[nH]2)c2ccc(C(Nc3nc4ccccc4[nH]3)P3(=O)Oc4ccccc4-c4ccccc43)cc2)Oc2ccccc2-c2ccccc21,7.774949671420898,10.547916321520551,0.0,0.0,0.0,True,False,"Existing training molecule; use as design reference, not as a new discovery."
TRAIN_024,HVPA－DOPO,COC1=CC(C(NCCO)P2(OC(C=CC=C3)=C3C4=C2C=CC=C4)=O)=CC=C1OP5(OC6=CC(C(NCCO)P7(OC(C=CC=C8)=C8C9=C7C=CC=C9)=O)=CC=C6OC)=NP(OC%10=CC=C(C(NCCO)P%11(OC(C=CC=C%12)=C%12C%13=C%11C=CC=C%13)=O)C=C%10OC)(OC%14=CC=C(C(NCCO)P%15(OC(C=CC=C%16)=C%16C%17=C%15C=CC=C%17)=O)C=C%14OC)=NP(OC%18=CC=C(C(NCCO)P%19(OC(C=CC=C%20)=C%20C%21=C%19C=CC=C%21)=O)C=C%18OC)(OC%22=CC(C(NCCO)P%23(OC(C=CC=C%24)=C%24C%25=C%23C=CC=C%25)=O)=CC=C%22OC)=N5,COc1cc(C(NCCO)P2(=O)Oc3ccccc3-c3ccccc32)ccc1OP1(Oc2ccc(C(NCCO)P3(=O)Oc4ccccc4-c4ccccc43)cc2OC)=NP(Oc2ccc(C(NCCO)P3(=O)Oc4ccccc4-c4ccccc43)cc2OC)(Oc2cc(C(NCCO)P3(=O)Oc4ccccc4-c4ccccc43)ccc2OC)=NP(Oc2ccc(C(NCCO)P3(=O)Oc4ccccc4-c4ccccc43)cc2OC)(Oc2cc(C(NCCO)P3(=O)Oc4ccccc4-c4ccccc43)ccc2OC)=N1,P-N,DOPO-based (additive),https://kns.cnki.net/kcms2/article/abstract?v=Jz5IuRg0t03gCi77HueKkdhXr1Kks-8Asx8mfSXC9dkOW3i5QJvBG7O8nFuQ6fVFmodx7dE2PooVI8cXdUjFh-m9QVbm9NUqRV0WAQmWSTT-onafxhl7MgLeJKaimMxrNN1lVGKNu1EYC6CR0hCY_RViLFQXuvgBsV-gcxf_dKg=&uniplatform=NZKPT,training_seed,P-N,6,review_manually,NH2/NH;OH,DOPO-based (additive),A,2597.258999999994,O=P1(Cc2ccc(OP3(Oc4ccc(CP5(=O)Oc6ccccc6-c6ccccc65)cc4)=NP(Oc4ccc(CP5(=O)Oc6ccccc6-c6ccccc65)cc4)(Oc4cccc(CP5(=O)Oc6ccccc6-c6ccccc65)c4)=NP(Oc4ccc(CP5(=O)Oc6ccccc6-c6ccccc65)cc4)(Oc4cccc(CP5(=O)Oc6ccccc6-c6ccccc65)c4)=N3)cc2)Oc2ccccc2-c2ccccc21,10.733084378569895,4.85369383646376,0.0,0.0,0.0,True,False,"Existing training molecule; use as design reference, not as a new discovery."
TRAIN_025,DOF,O=P(C1=C2C=CC=C1)(C(O)C3=CC=CO3)OC4=C2C=CC=C4,O=P1(C(O)c2ccco2)Oc2ccccc2-c2ccccc21,P-only,DOPO-based (Co-curing),https://doi.org/10.1016/j.indcrop.2023.116917,training_seed,P-only,1,review_manually,OH,DOPO-based (Co-curing),A,312.261,O=P1(Cc2ccco2)Oc2ccccc2-c2ccccc21,9.919266254831696,0.0,0.0,0.0,0.0,True,False,"Existing training molecule; use as design reference, not as a new discovery."
TRAIN_026,DE-1,CC(C1=CC=C(OCC(O)CP2(C3=C(C4=C(O2)C=CC=C4)C=CC=C3)=O)C=C1)(C5=CC=C(OCC6CO6)C=C5)C,CC(C)(c1ccc(OCC(O)CP2(=O)Oc3ccccc3-c3ccccc32)cc1)c1ccc(OCC2CO2)cc1,P-N,DOPO-based (reactive),https://doi.org/10.1002/（SICI）1099-0518（19991101）37：21<3903：：AID-POLA4>3.0.CO;2-X,training_seed,P-only,1,review_manually,OH;epoxy,DOPO-based (reactive),A,556.5950000000001,O=P1(CCCOc2ccc(Cc3ccc(OCC4CO4)cc3)cc2)Oc2ccccc2-c2ccccc21,5.5649080570253044,0.0,0.0,0.0,0.0,True,False,"Existing training molecule; use as design reference, not as a new discovery."
TRAIN_027,DOPO-AI,O=P(C1=C2C=CC=C1)(NCCCN3C=CN=C3)OC4=C2C=CC=C4,O=P1(NCCCn2ccnc2)Oc2ccccc2-c2ccccc21,P-N,DOPO-based (Co-curing),https://doi.org/10.1021/acsapm.0c00577,training_seed,P-N,1,review_manually,none,DOPO-based (Co-curing),A,339.33500000000015,O=P1(NCCCn2ccnc2)Oc2ccccc2-c2ccccc21,9.127853006615878,12.3833379993222,0.0,0.0,0.0,True,False,"Existing training molecule; use as design reference, not as a new discovery."
TRAIN_028,DMT,O=C(CC(P1(C2=C(C3=C(O1)C=CC=C3)C=CC=C2)=O)C4=O)N4C(C=C5)=CC=C5OCC(O)CN(C(N(CC(O)COC6=CC=C(N7C(CC(P8(C9=C(C%10=C(O8)C=CC=C%10)C=CC=C9)=O)C7=O)=O)C=C6)C%11=O)=O)C(N%11CC(O)COC%12=CC=C(C=C%12)N%13C(CC(C%13=O)P%14(C%15=C(C=CC=C%15)C%16=C(C=CC=C%16)O%14)=O)=O)=O,O=C1CC(P2(=O)Oc3ccccc3-c3ccccc32)C(=O)N1c1ccc(OCC(O)Cn2c(=O)n(CC(O)COc3ccc(N4C(=O)CC(P5(=O)Oc6ccccc6-c6ccccc65)C4=O)cc3)c(=O)n(CC(O)COc3ccc(N4C(=O)CC(P5(=O)Oc6ccccc6-c6ccccc65)C4=O)cc3)c2=O)cc1,P-N,DOPO-based (additive),https://doi.org/10.1016/j.polymdegradstab.2016.07.013,training_seed,P-N,3,review_manually,OH,DOPO-based (additive),A,1513.305,O=C1CC(P2(=O)Oc3ccccc3-c3ccccc32)C(=O)N1c1ccc(OCCCn2c(=O)n(CCCOc3ccc(N4C(=O)CC(P5(=O)Oc6ccccc6-c6ccccc65)C4=O)cc3)c(=O)n(CCCOc3ccc(N4C(=O)CC(P5(=O)Oc6ccccc6-c6ccccc65)C4=O)cc3)c2=O)cc1,6.140335226540584,5.55354009931904,0.0,0.0,0.0,True,False,"Existing training molecule; use as design reference, not as a new discovery."
TRAIN_029,VTD,CC1(CC(NC(P2(C3=C(C4=C(O2)C=CC=C4)C=CC=C3)=O)C5=CC=C(O)C(OC)=C5)CC(C)(N1[H])C)C,COc1cc(C(NC2CC(C)(C)NC(C)(C)C2)P2(=O)Oc3ccccc3-c3ccccc32)ccc1O,P-N,DOPO-based (Co-curing),https://doi.org/10.1016/j.eurpolymj.2026.114687,training_seed,P-N,1,review_manually,NH2/NH;OH,DOPO-based (Co-curing),A,506.5830000000002,O=P1(C(NC2CCNCC2)c2ccccc2)Oc2ccccc2-c2ccccc21,6.11429913755495,5.529992123699372,0.0,0.0,0.0,True,False,"Existing training molecule; use as design reference, not as a new discovery."
TRAIN_030,NPDI,O=P(CC(C(O)=O)CC(OCC1=CC=C(OP2(OC(C=C3)=CC=C3COC(CC(C(O)=O)CP(OC4=C5C=CC=C4)(C6=C5C=CC=C6)=O)=O)=NP(OC(C=C7)=CC=C7COC(CC(C(O)=O)CP(OC8=C9C=CC=C8)(C%10=C9C=CC=C%10)=O)=O)(OC(C=C%11)=CC=C%11COC(CC(C(O)=O)CP(OC%12=C%13C=CC=C%12)(C%14=C%13C=CC=C%14)=O)=O)=NP(OC(C=C%15)=CC=C%15COC(CC(C(O)=O)CP(OC%16=C%17C=CC=C%16)(C%18=C%17C=CC=C%18)=O)=O)(OC(C=C%19)=CC=C%19COC(CC(C(O)=O)CP(OC%20=C%21C=CC=C%20)(C%22=C%21C=CC=C%22)=O)=O)=N2)C=C1)=O)(C%23=C%24C=CC=C%23)OC%25=C%24C=CC=C%25,O=C(CC(CP1(=O)Oc2ccccc2-c2ccccc21)C(=O)O)OCc1ccc(OP2(Oc3ccc(COC(=O)CC(CP4(=O)Oc5ccccc5-c5ccccc54)C(=O)O)cc3)=NP(Oc3ccc(COC(=O)CC(CP4(=O)Oc5ccccc5-c5ccccc54)C(=O)O)cc3)(Oc3ccc(COC(=O)CC(CP4(=O)Oc5ccccc5-c5ccccc54)C(=O)O)cc3)=NP(Oc3ccc(COC(=O)CC(CP4(=O)Oc5ccccc5-c5ccccc54)C(=O)O)cc3)(Oc3ccc(COC(=O)CC(CP4(=O)Oc5ccccc5-c5ccccc54)C(=O)O)cc3)=N2)cc1,P-N,DOPO-based (reactive),https://doi.org/10.1002/pi.6755,training_seed,P-N,6,review_manually,OH;carboxyl,DOPO-based (reactive),A,2843.2889999999925,O=C(CCCP1(=O)Oc2ccccc2-c2ccccc21)OCc1ccc(OP2(Oc3ccc(COC(=O)CCCP4(=O)Oc5ccccc5-c5ccccc54)cc3)=NP(Oc3ccc(COC(=O)CCCP4(=O)Oc5ccccc5-c5ccccc54)cc3)(Oc3ccc(COC(=O)CCCP4(=O)Oc5ccccc5-c5ccccc54)cc3)=NP(Oc3ccc(COC(=O)CCCP4(=O)Oc5ccccc5-c5ccccc54)cc3)(Oc3ccc(COC(=O)CCCP4(=O)Oc5ccccc5-c5ccccc54)cc3)=N2)cc1,9.80434982163265,1.4779011208498367,0.0,0.0,0.0,True,False,"Existing training molecule; use as design reference, not as a new discovery."
